mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_mean_20,mfcc_mean_21,mfcc_mean_22,mfcc_mean_23,mfcc_mean_24,mfcc_mean_25,mfcc_mean_26,mfcc_mean_27,mfcc_mean_28,mfcc_mean_29,mfcc_mean_30,mfcc_mean_31,mfcc_mean_32,mfcc_mean_33,mfcc_mean_34,mfcc_mean_35,mfcc_mean_36,mfcc_mean_37,mfcc_mean_38,mfcc_mean_39,mfcc_var_0,mfcc_var_1,mfcc_var_2,mfcc_var_3,mfcc_var_4,mfcc_var_5,mfcc_var_6,mfcc_var_7,mfcc_var_8,mfcc_var_9,mfcc_var_10,mfcc_var_11,mfcc_var_12,mfcc_var_13,mfcc_var_14,mfcc_var_15,mfcc_var_16,mfcc_var_17,mfcc_var_18,mfcc_var_19,mfcc_var_20,mfcc_var_21,mfcc_var_22,mfcc_var_23,mfcc_var_24,mfcc_var_25,mfcc_var_26,mfcc_var_27,mfcc_var_28,mfcc_var_29,mfcc_var_30,mfcc_var_31,mfcc_var_32,mfcc_var_33,mfcc_var_34,mfcc_var_35,mfcc_var_36,mfcc_var_37,mfcc_var_38,mfcc_var_39,label
-173.71587,137.14024,-23.767647,26.99174,-16.687662,4.2143745,-12.582618,5.8545594,-2.8846726,-1.1866812,-1.9771539,1.8001548,-3.0044112,-1.8699358,-0.7962682,-3.0132642,-0.43592533,-2.00181,-0.7466386,-5.001238,-1.8160439,0.8067464,2.5055747,-1.6417372,-3.3359144,-0.13622102,4.48795,8.8497095,9.319613,1.2971638,-1.8052478,-6.4742684,-3.8727202,1.8019758,-3.190031,-5.8477664,-6.718807,-1.4338905,3.2748842,1.2342955,8138.2407,1082.1229,1027.1763,495.60062,289.83563,159.72736,150.5036,82.49844,108.591225,65.604515,55.4809,57.964077,93.71366,40.150433,49.73985,62.97738,57.064503,55.616142,47.20888,46.481213,83.06292,141.97029,189.90446,145.8619,53.91497,114.715675,222.28435,245.79364,181.28725,130.10916,95.43389,112.37979,67.79995,61.391846,60.82019,50.79662,40.67843,38.209415,50.1317,54.60675,blues
-287.92355,123.97102,5.4561224,33.684544,1.0892011,14.704721,-4.898606,8.6532755,0.7827977,6.5667357,-4.87944,-3.1806588,-5.557003,-6.786621,-2.6442327,-2.9824317,-3.3811386,-1.8614974,1.8359205,-4.8965116,-5.5384836,-3.612521,-2.0601182,-6.5176573,-6.8794336,-2.781112,1.6434356,-1.8873739,-4.67837,-3.3404355,-2.2557988,-1.9168478,-1.8664528,-1.3519363,-2.9247155,-2.6872435,-1.3020627,-1.4030876,-1.2841539,0.8157186,5935.973,993.7331,302.10083,344.13184,441.54025,235.5728,149.25542,189.14641,148.787,114.19628,93.83295,84.24376,65.37901,60.80124,55.526436,54.493954,39.859737,46.854073,37.068073,28.102959,28.997814,32.70321,31.329546,29.820549,37.71931,30.823372,45.5976,33.960945,29.226303,35.520676,28.713879,37.40695,44.368977,51.394592,64.1811,53.24173,46.488827,31.995901,25.8529,34.18982,blues
-207.20874,132.79709,-15.460706,60.99486,0.710241,12.461279,1.1609277,-1.5278945,-17.901815,8.369234,-2.4538186,-0.5966888,0.3688164,2.6052277,-5.193015,-9.530149,-9.2374,-2.8406758,-1.4114444,-5.9310284,7.7731123,4.0931144,4.058162,3.6514394,6.006844,0.4191306,2.0486271,1.4418106,6.510237,9.659197,6.698107,0.19275351,-2.3590875,-1.0716188,-0.25927266,4.1333394,0.7824551,0.521982,0.9380264,3.2918725,4578.1455,665.3489,935.92395,330.60004,314.05118,101.190994,108.01185,111.69128,96.419975,94.78234,139.7199,92.63354,86.18086,53.75499,45.88703,69.32627,63.613003,68.8618,112.5796,91.534615,146.67332,112.3858,117.8684,99.67443,170.54514,126.511635,57.812107,114.19287,118.18835,134.30699,63.73326,72.69436,62.402252,63.72861,43.133087,39.711945,44.01163,60.204735,70.96815,59.29273,blues
-209.7822,124.46592,10.285805,47.030174,6.4823856,15.417021,-2.0100777,6.735786,-21.54862,10.7284975,-5.532432,-2.2020378,-3.0517268,8.644019,-0.31084582,-0.63614476,-2.9359381,-1.706597,-1.7654228,-7.755964,3.4221113,3.5782943,2.8118165,-0.6349814,3.5613987,-5.5300465,0.7484941,5.160498,8.5322485,5.9606123,7.4524326,1.6511075,-0.5478872,2.1669812,3.7546773,2.564597,0.38210633,-0.10549419,-1.5471802,1.3110809,1969.8452,542.4456,661.94165,148.28586,101.97602,146.30325,69.42921,76.00194,96.43982,95.85311,90.72551,59.21689,52.38352,71.82001,68.63889,88.63151,97.45772,104.32184,88.90184,113.95143,108.41109,79.56033,82.048,108.64548,122.05541,79.11224,63.35264,63.47246,101.787224,119.3728,69.7933,67.48057,62.790848,52.743492,49.413425,36.065865,35.549355,43.02582,52.123634,62.259766,blues
-305.69858,113.041626,12.114901,45.039444,17.739239,14.59463,4.1571283,0.24009813,-7.013088,13.649845,8.923058,1.30169,5.952128,8.542282,1.1171257,0.58821875,0.060077444,-3.706519,-1.001884,-1.8044137,4.964381,4.3411965,3.4257812,1.2855431,2.8854663,2.2391791,3.4702225,6.01861,7.7585616,9.786685,8.9374895,3.7860103,-1.9251237,-0.6789772,1.9554967,2.845728,-0.055123862,-0.7886829,-2.3206525,1.6252084,8198.813,681.4012,1463.6697,224.74265,249.00208,154.72269,157.6241,166.76405,97.56585,76.86334,89.99379,62.739002,64.35733,76.047966,137.10913,67.64699,96.65096,65.65768,89.35328,113.55593,177.01706,162.41501,162.09036,189.13335,196.22581,115.12796,84.019226,118.457985,162.62086,203.90302,136.21347,89.308846,91.976654,90.64847,62.70848,56.38667,45.4142,81.11541,94.77519,101.76535,blues
-238.53304,120.08829,-4.224556,42.310043,5.9163294,13.914182,5.3575773,1.9037086,-16.92988,12.339311,3.9409604,-1.3906769,0.014792109,3.5804958,-4.5049934,-5.5419517,-6.8830776,-4.8263903,1.7385828,-1.8840166,6.892138,5.3051734,5.5378985,0.5503045,1.8520037,-0.08424152,4.2340255,4.3462486,5.97772,6.7855783,4.524838,1.3913794,-0.050052986,-0.6147501,-2.3430247,1.8984556,-0.5744949,-1.7184715,-1.4194747,2.1560318,4382.781,728.52594,979.5507,383.17078,298.87708,117.46454,119.66445,143.89613,89.88305,76.274216,81.66872,60.912006,60.609455,89.55493,101.94872,77.47022,93.63776,65.747604,78.30476,131.21451,160.46611,126.15158,162.51517,181.96268,134.64223,85.94451,84.58784,102.18723,125.322296,153.92134,69.455444,77.56452,77.15011,74.02236,66.78175,59.48331,57.640347,64.052185,67.46784,81.736694,blues
-233.79489,120.66705,-3.1675608,39.53927,3.8588552,18.839672,-3.6889172,4.431845,-14.975374,17.571035,1.8447447,2.538607,-1.2386857,8.439363,-0.2098385,-3.9067852,-4.478641,-0.012232234,1.293265,-2.0874293,6.7976127,0.58781993,1.6384306,-0.7333189,3.08214,-1.9876027,3.6417992,3.6174347,3.6358373,0.6734101,5.3785543,8.267168,8.556204,5.546317,0.6470652,-2.0081127,-0.78552055,3.994944,0.4930023,-0.8923272,4961.9673,562.2368,1208.0558,396.44153,283.7276,156.19809,100.37777,111.57426,101.50374,102.174225,108.61663,66.41246,65.0766,65.01317,59.155827,77.80613,82.36954,85.382,83.646126,100.742355,139.13138,121.87454,98.54737,72.0201,74.12938,95.68947,107.33939,108.88236,84.82606,89.61979,95.35007,121.293365,89.109406,66.846535,58.732998,63.356243,59.323948,54.4106,58.209984,64.17114,blues
-245.7541,140.48093,-2.771439,60.42012,18.9254,9.837099,3.566577,0.5361876,-16.367361,6.6298547,7.269149,-4.01573,1.6074535,5.898682,-3.0176077,-4.7748995,-3.02707,-1.9985331,-0.058758903,-3.9718897,-0.40389103,1.97177,0.46303433,-1.840758,2.7746994,0.6297253,1.4135932,4.837874,3.6356168,2.6676002,4.7892394,6.6611395,7.7556477,6.7842417,0.3317374,-1.8084682,0.12957811,2.4163399,2.5501368,0.10126611,5194.793,800.78485,795.81573,360.8053,234.98946,99.75717,118.610176,93.123634,129.03683,105.27246,96.74039,71.34583,72.96798,78.70367,56.051174,58.410374,65.67619,64.96265,62.87211,64.753746,74.28564,75.04583,77.46724,77.30948,98.3964,88.842865,113.367355,152.1201,109.848076,84.830124,122.07169,139.77522,116.04142,67.30711,73.26223,90.06347,103.639946,67.280304,78.93435,54.61451,blues
-252.51877,104.93698,15.31683,42.673477,6.7626176,21.623577,-1.3132769,5.691932,-16.619516,12.161626,-1.96795,1.9697651,-0.88895833,7.771046,2.3869517,1.7799876,1.3449866,3.6371133,4.9108076,-2.6554039,4.109193,2.1986363,2.5341146,-1.6360602,2.8631232,-3.0687807,0.24864896,0.56624717,4.8132,3.6551955,3.5380254,0.75215685,1.620619,3.3448691,2.3730717,3.2114825,0.06440012,-1.4290284,-0.57166016,2.458086,2874.9695,604.2528,661.88116,162.58301,92.88925,117.17877,73.517586,100.46526,125.3279,123.602264,52.15249,64.68708,48.676605,71.50581,101.93585,93.14769,131.86716,181.7868,151.7624,96.51001,122.79907,111.8503,141.06259,130.49889,117.19238,69.925835,80.03828,90.311806,128.916,159.32301,104.14239,89.67324,102.13412,85.68783,66.74188,65.542694,51.51831,53.239674,88.37773,72.27739,blues
-236.6889,138.40428,-4.9235754,47.647713,5.152376,8.895284,0.48285615,-3.801668,-14.974891,10.432587,-0.35396186,0.78834563,1.7829305,4.2302113,-0.47101688,-6.1056542,-5.387077,-1.3430609,-3.7227938,-4.362499,4.546531,0.076003954,5.4491773,3.7077432,1.9497089,0.32246375,4.948398,2.3792398,0.44488806,1.8241855,5.9099984,10.8361435,8.701071,5.563939,2.3871825,-0.41469967,-2.153804,1.4988688,-0.948813,-1.875831,5581.0386,536.6804,1167.7819,311.42264,466.60547,91.67126,98.10478,158.8907,77.30144,104.572296,134.39224,80.471214,78.01248,73.669174,63.342747,80.78577,95.52782,92.688385,72.5649,66.79816,95.41739,87.877396,113.23008,93.11298,98.61531,123.738716,79.89012,48.48906,72.778496,93.78721,87.21049,110.477615,84.93698,81.13463,76.148,65.2822,53.006367,52.907787,38.90407,49.173912,blues
-230.42657,127.100525,7.145355,39.784317,1.9449425,17.40534,-5.639429,8.25213,-18.104383,13.842513,-3.760913,2.5718598,-4.3208055,6.8123913,-6.159839,-6.2154546,-4.5115924,-1.8506043,-0.5394865,1.504397,9.011649,4.429531,6.2149224,-1.645241,-0.41142678,-3.0033126,1.5931019,0.17300971,4.993978,0.5518398,1.476973,3.1152349,6.687716,6.473539,4.510718,-0.7876196,-2.2776117,-0.4305761,-2.605891,-0.8331601,2986.131,397.42587,599.62573,175.5543,115.78239,100.240906,79.46398,69.348114,59.99348,72.72495,71.60434,74.565765,62.636513,61.899128,60.672516,49.643593,52.815685,72.64506,94.17839,73.87875,89.88166,88.22704,74.60925,55.611977,73.341385,58.964565,62.749367,54.74867,51.417587,39.289856,40.767586,46.92601,44.563953,51.926598,57.5573,49.63048,53.185165,41.538902,31.410326,42.55844,blues
-264.67847,138.85834,11.156023,48.538254,14.895925,20.584368,3.205142,1.262588,-15.847021,15.986576,3.3616717,-1.5137409,1.892155,6.3119216,-0.99486226,-2.4167242,-3.6847513,0.4993973,5.050747,-0.7867031,5.0169168,-0.14098951,-1.5651624,-1.0404779,3.0535064,-1.9827344,2.433931,2.3241081,0.09735633,0.20787969,1.6949698,1.7448698,1.007,0.61692643,1.915519,2.6901474,-0.45535567,3.3295665,3.3969371,1.1337955,6345.582,1002.2855,1284.3696,371.27933,248.2447,130.10916,120.05549,104.491005,95.40044,85.191086,79.19172,71.92619,70.07035,68.553055,82.19374,89.57963,93.97978,119.295204,117.77329,148.60565,183.47443,144.04218,84.468475,118.505226,109.65125,125.6003,101.703636,98.32607,99.30538,105.275665,115.908714,132.08987,125.37084,104.646164,83.494446,61.11686,50.799747,70.78206,102.73754,121.19907,blues
-233.85751,136.17209,3.2713182,48.931213,8.685134,13.97951,5.3548675,0.39087018,-13.504575,16.856106,5.130938,-2.2318802,3.9640331,5.318362,0.8122657,-1.0979141,-4.539752,-2.434786,3.313449,-0.6142795,7.0671306,3.0549421,0.5773834,0.604153,2.7848527,-1.4458077,2.0438118,5.6110477,2.9372177,2.1086757,2.5322511,-0.4580253,-2.2245493,0.13010454,-0.45794517,-0.15111929,-0.3084578,5.0325847,5.30105,1.6343503,6495.1147,959.6316,1162.2152,384.2662,304.38773,165.42633,105.526024,127.749626,151.53041,82.79495,114.41353,77.30098,65.94775,83.33336,101.05715,80.33737,78.6839,100.37828,119.25773,143.42169,178.93523,164.65663,194.6828,139.3326,101.70846,127.16123,96.486046,65.42324,75.95223,60.711746,117.34863,106.50951,121.305954,99.17279,55.707836,76.4297,62.26849,76.02404,98.49664,129.8105,blues
-227.26886,137.7307,-14.493466,63.555702,5.612641,11.98464,1.885552,-1.8633765,-7.6205554,-2.4471745,-2.8867247,-9.429529,-10.923913,3.5625575,4.137706,0.09554375,-2.9725447,-1.378875,7.541176,-3.0374627,-5.869083,-3.2556946,0.83528244,3.7315578,3.7055347,1.7564299,-0.18940376,-4.299525,0.29012415,1.4659411,3.9169052,7.1919007,4.648926,-0.20544353,-7.19397,-7.106317,-2.1542428,0.7244214,-2.2915964,-3.8595967,4148.341,506.42682,1246.3402,210.88124,152.67918,93.664665,102.624985,87.267296,97.58157,97.68808,104.08181,87.9641,115.4956,68.98669,77.07603,45.250446,66.83941,82.56453,93.44997,74.076614,104.13184,110.6324,100.30492,93.145775,129.51677,134.04108,81.46532,78.6786,63.59809,64.89446,127.764694,152.11975,118.8892,82.84766,73.90927,65.795784,48.3613,49.211056,51.49624,56.150734,blues
-274.31186,130.41371,-6.3928003,70.405014,13.269141,9.461284,7.7256403,-1.2474906,-0.5775883,-2.3025885,3.783147,0.08482328,-0.93943614,2.2965147,4.2883782,-1.6618618,-10.444595,-6.7975335,-1.066052,-1.5959948,-1.1833355,-1.270293,2.4868212,3.0607395,1.359897,1.896316,-0.60758394,-1.5944372,5.495969,8.930596,7.5232053,5.8437243,2.1523542,-3.3565187,-7.3288403,-4.633935,-1.1170514,-0.9417035,-4.857125,-5.742,5919.1855,500.6537,1342.4633,311.40585,230.56917,155.49146,121.5168,150.22716,94.16158,68.89306,76.78567,73.574776,126.72962,63.184307,69.64933,47.919437,49.094513,39.42272,44.258194,83.5063,85.89889,113.8445,132.31857,128.92476,131.81516,161.83984,104.84946,75.437744,122.37897,216.2219,261.31674,175.27687,88.08335,88.850365,68.91026,63.121826,68.208435,52.798313,73.938866,86.41134,blues
-249.2894,130.98703,0.67739,66.68578,17.897806,4.623737,6.5983086,1.24905,1.4163893,-1.579142,-0.9626631,-3.5719955,-2.9279814,4.596818,7.478901,-0.18313698,-2.8253267,-2.6788447,0.7485471,-0.5342602,-3.0131238,0.9745231,1.4355257,1.5975338,2.9452617,1.3411973,-0.25703222,0.12686479,4.1778355,6.5228796,2.554592,-1.4885147,-1.5802863,-4.076856,-5.668731,-2.2920501,-0.6887121,-1.5203532,-4.7883782,-1.8162625,3981.3381,338.3749,1580.2115,298.57275,183.4857,173.33118,96.4496,98.33234,75.7444,91.78507,101.23713,85.181595,86.33532,62.489933,91.719864,100.588234,87.39922,77.319824,75.997215,67.66801,110.08957,120.19781,106.320885,116.60098,123.17052,89.61442,49.561436,52.953342,88.84784,120.52426,91.72336,73.81237,67.41384,55.616814,58.02072,49.82889,38.2271,44.164143,70.99547,82.29866,blues
-284.69736,108.8052,9.088283,51.22274,18.091757,7.612261,8.779499,2.362829,0.005786057,2.2509663,4.2050996,-3.293317,1.6082983,2.6657817,3.3244853,3.2600794,-4.558311,0.47801903,5.9297876,3.2283401,1.8785926,1.3648267,2.4437711,0.675558,-1.7828133,-1.415032,-1.34787,-1.876956,-2.519473,-2.2802,-1.225863,0.46437144,0.17403993,-3.2940598,-4.22879,-2.2338996,1.0857327,0.1749599,-4.899648,-2.4929721,6197.203,676.24036,1446.0851,295.75232,210.40501,181.81789,121.39312,103.10532,93.51633,106.174225,84.32891,97.701706,68.53465,74.02867,91.34881,115.49826,137.14719,105.82277,140.53679,169.68779,183.5989,151.48541,136.01082,148.45558,163.77667,105.58203,73.5327,76.450645,111.24913,224.3133,258.9223,171.54419,83.64051,79.34724,86.281784,56.3155,86.9176,104.24322,77.592445,123.19841,blues
